CustomerID,InvoiceNo,Number of products
13410.0,576606,5
13410.0,C545434,1
13410.0,C579918,1
13411.0,564330,18
13414.0,544154,1
13414.0,559013,3
13414.0,561711,20
13416.0,567329,11
13416.0,572924,8
13417.0,553720,10
13417.0,580540,18
13418.0,536624,22
13418.0,536626,1
13418.0,538180,10
13418.0,539016,15
13418.0,539017,1
13418.0,548659,29
13418.0,552724,31
13418.0,552725,4
13418.0,553863,46
13418.0,558375,13
13418.0,558376,5
13418.0,559155,25
13418.0,559156,4
13418.0,562592,15
13418.0,565235,29
13418.0,567066,23
13418.0,570292,16
13418.0,579037,15
13418.0,C548891,1
13418.0,C554006,3
13418.0,C558465,1
13418.0,C567543,4
13418.0,C570686,1
13419.0,570121,16
13420.0,557736,4
13420.0,559826,4
13420.0,C559140,1
13420.0,C561606,1
13421.0,544673,64
13421.0,573385,38
13421.0,C544674,1
13422.0,569846,127
13422.0,C571862,1
13425.0,544337,27
13425.0,558043,27
13425.0,564197,24
13426.0,539004,9
13426.0,540453,23
13426.0,548340,22
13426.0,550264,11
13426.0,556288,18
13426.0,566245,11
13426.0,569842,18
13426.0,575965,28
13426.0,579439,7
13426.0,581477,10
13426.0,C569113,1
13426.0,C569115,1
13427.0,552312,9
13427.0,563018,14
13427.0,577515,6
13428.0,579456,71
13429.0,568211,24
13429.0,570405,12
13429.0,572211,12
13429.0,579261,19
13430.0,566737,29
13430.0,577598,20
13430.0,C567961,3
13430.0,C568646,2
13431.0,566319,36
13431.0,569333,10
13434.0,565404,5
13434.0,568332,5
13435.0,555509,21
13435.0,562466,9
13435.0,563916,7
13435.0,568203,17
13435.0,572899,14
13435.0,576604,19
13435.0,580518,14
13435.0,C567949,1
13435.0,C580522,1
13436.0,581233,12
13437.0,555368,80
13437.0,557861,13
13437.0,562100,19
13437.0,565220,8
13437.0,575089,24
13437.0,576598,10
13437.0,578822,13
13439.0,548176,54
13441.0,566077,13
13447.0,574342,16
13447.0,574661,22
13447.0,576783,21
13447.0,C576241,3
13448.0,536398,17
13448.0,536400,1
13448.0,538343,16
13448.0,551953,37
13448.0,567474,90
13448.0,578243,33
13448.0,C538344,1
13448.0,C538670,1
13448.0,C552698,1
13448.0,C567624,1
13449.0,576628,19
13450.0,552037,8
13450.0,553844,13
13450.0,558729,14
13450.0,562563,8
13450.0,566276,19
13450.0,575951,9
13451.0,540545,46
13451.0,546670,107
13451.0,553014,93
13451.0,562558,117
13451.0,576070,70
13451.0,C546641,1
13452.0,546480,1
13452.0,547814,1
13453.0,544697,8
13453.0,558121,9
13455.0,537802,30
13455.0,576412,16
13455.0,C541231,6
13455.0,C554300,1
13456.0,553381,13
13456.0,557131,7
13456.0,559315,3
13456.0,570190,23
13456.0,577170,7
13456.0,577818,10
13456.0,C556269,2
13458.0,538995,30
13458.0,540268,53
13458.0,543354,39
13458.0,544968,21
13458.0,549833,37
13458.0,552466,21
13458.0,555420,25
13458.0,557871,13
13458.0,561396,39
13458.0,565133,14
13458.0,569630,21
13458.0,572933,26
13458.0,576834,18
13458.0,580317,25
13458.0,C539838,1
13458.0,C540847,2
13458.0,C541501,1
13458.0,C545834,1
13458.0,C550356,2
13458.0,C555639,3
13458.0,C566222,1
13458.0,C577799,1
13460.0,572130,11
13460.0,575708,6
13461.0,558390,12
13461.0,561031,5
13461.0,573746,10
13462.0,548608,9
13462.0,C556278,1
13464.0,570856,41
13466.0,556105,17
13466.0,C564971,1
13467.0,574310,78
13467.0,579274,20
13468.0,536562,18
13468.0,536564,2
13468.0,537387,14
13468.0,539112,19
13468.0,540770,7
13468.0,542130,10
13468.0,542990,9
13468.0,543618,8
13468.0,544926,6
13468.0,545904,7
13468.0,546255,16
13468.0,547017,7
13468.0,547724,7
13468.0,548457,5
13468.0,548560,8
13468.0,549021,12
13468.0,550255,9
13468.0,551294,8
13468.0,552283,5
13468.0,553749,5
13468.0,554110,5
13468.0,556500,6
13468.0,559070,7
13468.0,560252,9
13468.0,561676,5
13468.0,562891,6
13468.0,564231,7
13468.0,565643,8
13468.0,565937,8
13468.0,568219,7
13468.0,569561,6
13468.0,570840,7
13468.0,573776,5
13468.0,575674,7
13468.0,577793,9
13468.0,580208,9
13468.0,581236,9
13468.0,C554862,1
13468.0,C560905,1
13468.0,C566948,1
13468.0,C579893,1
13470.0,563499,7
13470.0,565154,3
13471.0,572294,83
13471.0,577156,34
13471.0,580399,133
13471.0,581430,4
13473.0,540690,12
13473.0,570282,9
13473.0,C541092,1
13474.0,550332,62
13475.0,543910,23
13475.0,547413,32
13475.0,552166,24
13475.0,555243,7
13476.0,545543,29
13476.0,556734,29
13476.0,C546278,2
13476.0,C555889,1
13477.0,544556,12
13477.0,552965,15
13477.0,557749,14
13477.0,561056,8
13477.0,570883,26
13477.0,574018,4
13477.0,C545451,1
13477.0,C547988,1
13479.0,550539,8
13479.0,554146,7
13479.0,C554687,1
13481.0,547884,43
13481.0,555125,17
13481.0,564162,21
13481.0,564163,1
13481.0,572562,27
13481.0,C537417,1
13481.0,C548722,1
13481.0,C568237,1
13482.0,550971,11
13483.0,569631,10
13484.0,549907,8
13485.0,550783,23
13486.0,559346,15
13486.0,562210,37
13486.0,567846,17
13487.0,539730,11
13487.0,552708,13
13487.0,571007,10
13488.0,537604,45
13488.0,540907,71
13488.0,543166,32
13488.0,547580,31
13488.0,553463,44
13488.0,554866,24
13488.0,560361,19
13488.0,560362,10
13488.0,562964,30
13488.0,566572,19
13488.0,568669,15
13488.0,573076,54
13488.0,578044,28
13488.0,C540376,1
13488.0,C548391,1
13488.0,C557047,2
13488.0,C560832,1
13489.0,544354,6
13489.0,544797,1
13489.0,558990,4
13489.0,564641,3
13491.0,536761,7
13491.0,538909,5
13491.0,540702,10
13491.0,542151,12
13491.0,543002,8
13491.0,545663,13
13491.0,547204,6
13491.0,549117,11
13491.0,560109,6
13491.0,571725,8
13492.0,552329,15
13492.0,558639,13
13492.0,561332,22
13493.0,545034,4
13493.0,546134,4
13494.0,542863,18
13495.0,537419,14
13495.0,538967,8
13495.0,550936,6
13495.0,574349,15
13495.0,580166,5
13495.0,C537807,4
13496.0,538903,26
13496.0,579287,9
13496.0,C539301,1
13497.0,537298,9
13497.0,545342,10
13497.0,C537314,1
13499.0,546553,9
13499.0,551428,12
13499.0,568382,7
13499.0,575676,8
13499.0,577857,6
13499.0,C552213,2
13499.0,C569950,1
13500.0,562774,20
13500.0,574314,18
13500.0,576846,27
13500.0,C575752,2
13501.0,544931,52
13501.0,C549580,1
13502.0,541605,4
13502.0,546157,5
13502.0,578129,9
13503.0,568902,17
13504.0,569838,22
13505.0,550899,54
13505.0,555147,42
13505.0,558089,27
13505.0,568650,92
13505.0,C551587,2
13505.0,C556635,4
13505.0,C562119,3
13505.0,C569318,3
13506.0,537129,17
13506.0,542377,9
13506.0,C542730,3
13507.0,560239,82
13507.0,564355,26
13507.0,565384,20
13507.0,580907,34
13508.0,549552,12
13509.0,545156,12
13509.0,546404,1
13509.0,548325,15
13509.0,559835,1
13509.0,565080,2
13509.0,571636,8
13509.0,579937,5
13510.0,556113,38
13510.0,565594,23
13510.0,572681,33
13510.0,581403,21
13510.0,C559303,2
13512.0,547572,15
13513.0,562467,10
13514.0,568383,4
13515.0,549055,13
13515.0,560048,9
13515.0,563217,13
13515.0,568614,24
13516.0,550216,7
13516.0,568659,31
13516.0,577310,6
13517.0,556503,76
13517.0,564432,32
13517.0,570594,33
13517.0,C557475,1
13517.0,C564232,1
13518.0,566786,36
13519.0,567941,8
13519.0,C572102,1
13520.0,536858,6
13520.0,541569,25
13520.0,547815,13
13520.0,555943,16
13520.0,561116,12
13520.0,570714,21
13520.0,C561117,1
13520.0,C562154,1
13521.0,579472,118
13521.0,580520,120
13521.0,581405,180
13522.0,575370,5
13523.0,537822,30
13523.0,554348,66
13523.0,554350,6
13523.0,572336,23
13523.0,574732,47
13523.0,C556966,5
13524.0,551822,9
13524.0,557313,3
13524.0,564839,6
13524.0,567299,2
13524.0,573351,7
13525.0,549020,2
13525.0,578785,4
13527.0,541272,5
13527.0,554089,41
13527.0,563209,51
13527.0,564642,32
13527.0,566249,45
13527.0,566253,1
13527.0,574663,42
13527.0,C566252,1
13529.0,553835,7
13529.0,567698,8
13531.0,537840,15
13531.0,553727,7
13532.0,574672,66
13533.0,546846,39
13533.0,546848,3
13533.0,556408,33
13534.0,539267,9
13534.0,539268,2
13534.0,540456,11
13534.0,542152,11
13534.0,542153,8
13534.0,542405,2
13534.0,543393,10
13534.0,543395,1
13534.0,547537,16
13534.0,547538,16
13534.0,549932,8
13534.0,550830,10
13534.0,550831,10
13534.0,553046,16
13534.0,553047,1
13534.0,554465,18
13534.0,555583,17
13534.0,558643,15
13534.0,561584,18
13534.0,561808,19
13534.0,564246,16
13534.0,571322,19
13534.0,571323,18
13534.0,574756,11
13534.0,581167,14
13534.0,C539950,3
13534.0,C540791,1
13534.0,C542403,2
13534.0,C542404,3
13534.0,C543772,1
13534.0,C547711,1
13534.0,C548360,2
13534.0,C550177,1
13534.0,C551463,3
13534.0,C553562,1
13534.0,C555384,5
13534.0,C556273,1
13534.0,C559007,2
13534.0,C562048,2
13534.0,C562149,5
13534.0,C564946,3
13534.0,C572469,5
13534.0,C574505,5
13536.0,568177,25
13536.0,571549,16
13536.0,575975,40
13536.0,577484,23
13536.0,579750,28
13536.0,580402,37
13536.0,581442,9
13538.0,542432,3
13538.0,546153,5
13538.0,556228,2
13538.0,560096,3
13538.0,562942,5
13538.0,565753,2
13538.0,573128,5
13539.0,543131,11
13539.0,549957,10
13539.0,566783,16
13539.0,C550029,1
13544.0,549943,42
13544.0,573492,36
13546.0,554202,26
13546.0,571476,33
13546.0,578953,38
13548.0,549548,61
13548.0,565445,62
13549.0,549691,10
13549.0,554101,11
13549.0,555004,7
13549.0,559708,8
13549.0,560715,7
13549.0,569905,4
13549.0,576096,4
13549.0,C554519,1
13551.0,541978,4
13552.0,542430,8
13552.0,547893,5
13552.0,547894,9
13552.0,553711,14
13552.0,553712,11
13552.0,556540,4
13552.0,556541,10
13552.0,562543,14
13552.0,562606,1
13552.0,566705,15
13552.0,566707,3
13552.0,569532,15
13552.0,C552012,1
13552.0,C555729,7
13552.0,C558256,2
13552.0,C567330,2
13555.0,554070,30
13555.0,554072,25
13555.0,568510,58
13555.0,568513,22
13557.0,545635,16
13557.0,575903,18
13558.0,569219,54
13558.0,570211,31
13558.0,576687,48
13558.0,580397,36
13560.0,580278,32
13561.0,552280,14
13562.0,549439,24
13562.0,560875,29
13562.0,567206,29
13563.0,561020,39
13563.0,567139,10
13564.0,537441,40
13564.0,539653,40
13564.0,560413,1
13564.0,C560408,1
13564.0,C560414,1
13565.0,540537,13
13565.0,577542,25
13566.0,567170,106
13566.0,573343,63
13568.0,557305,43
13569.0,537595,23
13569.0,578017,56
13570.0,549561,27
13571.0,548484,27
13571.0,551281,16
13571.0,555114,15
13571.0,556020,20
13571.0,560727,23
13571.0,562339,31
13571.0,565971,46
13571.0,569215,35
13571.0,572858,30
13571.0,573889,38
13571.0,575969,28
13571.0,578850,31
13572.0,553661,33
13573.0,548507,3
13573.0,572090,22
13575.0,557041,5
13575.0,561708,8
13575.0,569015,16
13575.0,570790,10
13575.0,576769,7
13576.0,536595,11
13576.0,540354,16
13576.0,543029,4
13576.0,544604,2
13576.0,547486,7
13576.0,550658,3
13576.0,551854,4
13576.0,555521,5
13576.0,557089,4
13576.0,558719,3
13576.0,561023,3
13576.0,563719,3
13576.0,565418,5
13576.0,568954,8
13576.0,571848,19
13576.0,575659,10
13576.0,578174,11
13576.0,579495,8
13576.0,C540788,3
13576.0,C564204,1
13577.0,549745,20
13577.0,559937,26
13577.0,565990,21
13577.0,576328,16
13577.0,C566313,2
13579.0,537223,9
13579.0,578681,14
13581.0,543126,10
13583.0,559202,53
13584.0,543275,24
13587.0,570114,8
13587.0,C573084,1
13587.0,C575004,2
13588.0,548197,8
13588.0,561222,38
13588.0,563061,35
13588.0,565114,23
13588.0,566620,12
13588.0,572182,31
13588.0,575312,13
13588.0,575878,2
13588.0,578364,12
13588.0,C562657,1
13588.0,C562661,1
13588.0,C575746,2
13588.0,C575879,2
13589.0,556539,9
13589.0,578787,12
13590.0,543534,13
13590.0,550164,8
13590.0,554359,18
13590.0,559711,12
13590.0,571840,21
13590.0,579138,15
13590.0,C560909,2
13591.0,546980,23
13591.0,553861,15
13591.0,569827,20
13592.0,547072,6
13592.0,552696,6
13592.0,553567,1
13592.0,574335,3
13593.0,540489,39
13593.0,547028,22
13593.0,547165,1
13593.0,558542,29
13593.0,564165,36
13593.0,C547168,1
13594.0,571566,26
13596.0,578921,128
13596.0,580404,18
13598.0,572296,35
13598.0,C572299,1
13599.0,537680,13
13599.0,537682,4
13599.0,540358,9
13599.0,545322,15
13599.0,549736,8
13599.0,549737,7
13599.0,554666,14
13599.0,559121,16
13599.0,566974,4
13599.0,566975,22
13599.0,574096,25
13599.0,574882,57
13599.0,576842,14
13599.0,577132,3
13599.0,578071,6
13599.0,579262,2
13599.0,579263,2
13599.0,579264,3
13599.0,579265,2
13599.0,580049,14
13599.0,581434,6
13599.0,C538692,2
13599.0,C538742,1
13599.0,C541237,1
13599.0,C543634,2
13599.0,C546204,2
13599.0,C546234,1
13599.0,C555265,1
13599.0,C556096,1
13599.0,C559743,2
13599.0,C567361,1
13599.0,C575580,1
13599.0,C581468,2
13600.0,542731,19
13601.0,553009,42
13601.0,572755,57
13602.0,569799,23
13603.0,576069,27
13606.0,542859,3
13606.0,549555,34
13606.0,575712,3
13607.0,573415,97
13610.0,545066,40
13610.0,549566,18
13610.0,555552,28
13610.0,560278,42
13610.0,563925,34
13610.0,571291,34
13610.0,578992,19
13610.0,C549565,1
13610.0,C571287,1
13611.0,538905,15
13611.0,557747,17
13611.0,566285,40
13611.0,C558253,2
13614.0,541087,9
13614.0,558355,77
13614.0,566278,17
13614.0,576592,92
13615.0,541989,23
13615.0,C542643,1
13617.0,556480,13
13617.0,563695,15
13617.0,573376,16
13618.0,557264,13
13621.0,563234,19
13623.0,544060,15
13623.0,546849,23
13623.0,548700,10
13623.0,553165,15
13623.0,575258,15
13623.0,C544057,2
13623.0,C575257,3
13626.0,548558,19
13627.0,539333,20
13627.0,553747,21
13627.0,557034,23
13627.0,567625,21
13627.0,570663,7
13627.0,C559568,1
13627.0,C567884,1
13629.0,540166,3
13629.0,542920,5
13629.0,550031,4
13629.0,553062,4
13629.0,557294,4
13629.0,560602,20
13629.0,561224,5
13629.0,565222,5
13629.0,570018,3
13629.0,575201,3
13629.0,576775,3
13630.0,545057,13
13630.0,549526,32
13630.0,556059,9
13630.0,557662,3
13630.0,564563,4
13630.0,568136,6
13630.0,580525,4
13630.0,C545504,2
13630.0,C557637,3
13630.0,C557658,3
13630.0,C565477,1
13631.0,546878,1
13631.0,553550,1
13631.0,553551,1
13631.0,554063,1
13631.0,556831,1
13631.0,556842,1
13631.0,558365,1
13631.0,558366,1
13631.0,560586,1
13631.0,560587,1
13631.0,565086,1
13631.0,C561682,1
13632.0,549567,40
13632.0,550750,19
13632.0,557281,25
13632.0,573155,44
13632.0,576400,17
13632.0,C557282,1
13634.0,541258,36
13634.0,549729,35
13634.0,564484,20
13634.0,566720,63
13634.0,574696,32
13635.0,569253,62
13636.0,545064,11
13636.0,547570,8
13636.0,548622,16
13636.0,562806,6
13636.0,574103,22
13636.0,C548906,1
13637.0,551277,62
13637.0,555549,29
13637.0,571677,8
13638.0,578361,8
13639.0,568321,40
13642.0,552277,57
13643.0,555813,6
13643.0,565250,8
13643.0,575143,14
13644.0,564630,48
13644.0,568400,34
13644.0,572810,27
13644.0,578290,37
13644.0,C579891,2
13645.0,563075,5
13647.0,550521,23
13647.0,557223,10
13647.0,568900,27
13647.0,579600,18
13647.0,C569902,1
13649.0,537830,15
13649.0,547900,8
13650.0,546837,19
13650.0,553363,17
13650.0,566394,17
13650.0,569412,24
13650.0,569413,2
13650.0,578234,17
13650.0,C553568,2
13651.0,573507,5
13651.0,574546,1
13652.0,537231,18
13652.0,547886,20
13652.0,572561,25
13654.0,546383,24
13654.0,549711,24
13654.0,554062,20
13654.0,560259,41
13654.0,573123,53
13654.0,573124,4
13655.0,549741,21
13655.0,563566,35
13656.0,540362,31
13656.0,558293,18
13657.0,554091,9
13657.0,579407,7
13658.0,553894,32
13658.0,566869,43
13658.0,566870,7
13658.0,579540,22
13658.0,579542,4
13658.0,C554715,3
13658.0,C556678,1
13659.0,541843,61
13659.0,553671,42
13659.0,C554848,4
13662.0,547803,17
13662.0,552828,17
13662.0,566850,18
13662.0,C548174,1
13662.0,C553222,2
13662.0,C555246,1
13662.0,C556295,1
13663.0,556641,13
13666.0,545011,7
13666.0,545012,1
13666.0,570457,4
13667.0,559921,83
13668.0,538473,14
13668.0,540504,24
13668.0,543120,20
13668.0,544283,17
13668.0,546751,26
13668.0,547870,20
13668.0,548859,24
13668.0,549705,9
13668.0,551059,23
13668.0,551686,20
13668.0,554108,22
13668.0,555540,29
13668.0,558104,24
13668.0,560859,8
13668.0,561321,16
13668.0,563691,32
13668.0,571069,20
13668.0,575066,13
13668.0,577022,38
13668.0,579413,44
13668.0,581104,20
13668.0,C540503,3
13668.0,C549692,7
13668.0,C551659,4
13668.0,C558106,5
13668.0,C560860,1
13668.0,C561379,1
13668.0,C576968,9
13668.0,C581106,1
13669.0,559886,3
13669.0,571938,6
13670.0,568204,25
13672.0,540825,3
13672.0,543747,3
13672.0,C540634,3
13672.0,C543744,3
13672.0,C543745,3
13672.0,C543749,1
13673.0,574909,36
13673.0,577701,24
13675.0,545148,15
13675.0,559656,10
13678.0,559555,16
13680.0,540033,49
13680.0,540275,21
13680.0,573548,62
13680.0,581404,62
13680.0,C540417,21
13681.0,559327,13
13681.0,569210,20
13681.0,576060,14
13681.0,577853,10
13682.0,555557,3
13684.0,545038,29
13684.0,C545040,1
13685.0,570408,8
13685.0,571309,13
13685.0,572670,2
13685.0,580668,4
13685.0,580820,2
13685.0,580916,9
13685.0,581097,1
13686.0,556285,8
13689.0,570128,6
13690.0,570675,9
13692.0,550323,31
13692.0,552538,1
13692.0,576406,21
13692.0,C551541,1
13692.0,C554002,1
13693.0,C541498,1
13693.0,C541499,3
13694.0,536437,6
13694.0,539307,40
13694.0,540122,23
13694.0,540999,18
13694.0,542517,8
13694.0,543168,5
13694.0,543169,3
13694.0,544651,23
13694.0,544652,5
13694.0,544793,1
13694.0,545582,23
13694.0,547362,39
13694.0,547518,6
13694.0,548554,19
13694.0,548556,2
13694.0,548613,1
13694.0,549940,18
13694.0,549941,1
13694.0,551198,8
13694.0,551698,8
13694.0,551981,3
13694.0,552272,7
13694.0,552566,2
13694.0,554552,8
13694.0,554554,3
13694.0,555007,2
13694.0,556267,31
13694.0,556956,6
13694.0,558552,9
13694.0,559050,7
13694.0,560883,13
13694.0,560884,7
13694.0,562345,20
13694.0,563659,10
13694.0,563660,1
13694.0,564322,22
13694.0,564323,11
13694.0,564324,24
13694.0,564325,2
13694.0,566866,13
13694.0,566867,8
13694.0,568797,12
13694.0,572734,15
13694.0,572888,3
13694.0,573263,22
13694.0,576179,18
13694.0,576180,9
13694.0,580742,5
13694.0,580744,17
13694.0,580745,1
13694.0,C539596,1
13694.0,C548577,5
13694.0,C552564,2
13694.0,C555006,2
13694.0,C557521,1
13694.0,C562796,1
13694.0,C565026,1
13694.0,C568419,1
13694.0,C570279,1
13694.0,C576218,1
13695.0,547762,5
13695.0,550340,5
13695.0,551144,1
13695.0,552697,2
13695.0,555493,10
13695.0,557774,5
13695.0,559035,6
13695.0,561200,5
13695.0,562148,7
13695.0,563147,3
13695.0,563149,1
13695.0,565332,14
13695.0,567252,7
13695.0,570100,4
13695.0,575127,15
13697.0,573747,12
13699.0,559340,14
13700.0,541249,17
13700.0,541250,6
13700.0,546421,37
13700.0,549754,22
13700.0,549954,19
13700.0,557005,12
13700.0,566001,5
13700.0,566010,58
13700.0,571675,9
13700.0,575971,9
13703.0,542099,1
13704.0,566432,6
13704.0,566600,22
13704.0,567344,8
13704.0,567683,16
13704.0,568387,22
13704.0,570807,22
13704.0,572333,15
13704.0,577059,12
13704.0,580524,11
13704.0,C569961,1
13705.0,536392,10
13705.0,560284,11
13705.0,580259,7
13706.0,543548,20
13707.0,542534,32
13707.0,546883,16
13708.0,546426,49
13709.0,542578,30
13709.0,557962,34
13709.0,557963,19
13709.0,562371,46
13709.0,564753,39
13709.0,569687,33
13709.0,569689,1
13709.0,572240,42
13709.0,574149,46
13709.0,574150,4
13709.0,574154,13
13709.0,580757,26
13709.0,580758,2
13709.0,C562795,4
13709.0,C564941,2
13709.0,C566469,1
13709.0,C575155,3
13710.0,574944,8
13711.0,551896,9
13711.0,551897,4
13712.0,549259,10
13715.0,536605,15
13715.0,538488,28
13715.0,538501,1
13715.0,540168,52
13715.0,545578,8
13715.0,C538500,1
13715.0,C538531,1
13715.0,C540378,1
13716.0,546646,21
13717.0,543915,21
13717.0,549916,15
13717.0,557492,20
13717.0,562127,15
13717.0,571230,17
13717.0,574887,14
13717.0,C550807,1
13718.0,544277,7
13718.0,549282,5
13719.0,550623,6
13719.0,553675,14
13719.0,571080,14
13719.0,574728,20
13719.0,578621,6
13720.0,548214,17
13720.0,550291,9
13720.0,556794,4
13720.0,563264,13
13721.0,574262,28
13722.0,545398,46
13722.0,561879,34
13722.0,561880,5
13722.0,C563068,1
13723.0,552240,6
13725.0,543193,41
13725.0,543377,15
13725.0,544443,1
13725.0,544919,10
13725.0,547046,10
13725.0,551437,11
13725.0,557942,7
13725.0,572132,9
13725.0,C543792,3
13725.0,C547859,1
13725.0,C568830,10
13726.0,564896,23
13726.0,573777,19
13727.0,574669,14
13727.0,575741,6
13728.0,542995,9
13728.0,548311,12
13728.0,554570,10
13728.0,561585,9
13728.0,564313,10
13728.0,574107,13
13730.0,558703,22
13730.0,561383,21
13731.0,549188,20
13731.0,551850,18
13732.0,575905,33
13735.0,550622,59
13735.0,557153,43
13735.0,573083,68
13735.0,576405,25
13735.0,C550614,3
13735.0,C557148,4
13735.0,C573010,3
13735.0,C576393,2
13736.0,547658,76
13736.0,580527,114
13736.0,C547661,3
13737.0,554326,30
13739.0,577738,3
13740.0,549929,23
13741.0,552184,8
13741.0,556109,12
13741.0,568787,14
13741.0,C553027,1
13742.0,541855,90
13742.0,543802,70
13742.0,545015,10
13742.0,550296,17
13742.0,552531,10
13742.0,555554,13
13742.0,556051,16
13742.0,556052,1
13742.0,556672,23
13742.0,558561,8
13742.0,566237,8
13742.0,578146,47
13742.0,C541861,1
13742.0,C558128,1
13743.0,547820,6
13743.0,552197,7
13743.0,559328,7
13743.0,563438,6
13743.0,564228,4
13743.0,566328,4
13743.0,581018,7
13743.0,C559808,1
13744.0,544461,44
13744.0,565613,19
13745.0,558621,25
13745.0,C559675,1
13747.0,536393,1
13748.0,536371,1
13748.0,549190,8
13748.0,550923,4
13748.0,565463,13
13748.0,565464,2
13750.0,540452,1
13750.0,544093,7
13750.0,557633,10
13750.0,561002,1
13750.0,571407,5
13751.0,544917,9
13752.0,549247,16
13752.0,552452,15
13752.0,553198,25
13752.0,555948,7
13752.0,559339,2
13752.0,562584,10
13753.0,545004,35
13754.0,542242,8
13754.0,559609,4
13755.0,570197,101
13755.0,571944,21
13755.0,572210,6
13755.0,573896,2
13755.0,576236,74
13755.0,577742,70
13755.0,577757,8
13755.0,579679,14
13755.0,580887,25
13755.0,C576197,1
13756.0,537509,2
13756.0,538875,9
13756.0,539091,5
13756.0,553570,21
13756.0,556179,15
13756.0,560447,13
13756.0,562120,12
13756.0,565853,14
13756.0,570271,12
13756.0,574348,10
13756.0,576912,7
13756.0,576913,3
13756.0,581186,8
13756.0,581187,11
13756.0,C577753,1
13758.0,536425,17
13758.0,537851,7
13758.0,540513,9
13758.0,548555,15
13758.0,554117,47
13758.0,573762,11
13758.0,579097,11
13759.0,568955,24
13759.0,574724,1
13760.0,547919,28
13760.0,571296,29
13761.0,556502,32
13761.0,572076,38
13762.0,551883,7
13762.0,C553880,7
13763.0,570188,15
13763.0,C557657,1
13763.0,C558884,1
13764.0,540353,69
13764.0,560444,68
13764.0,569089,70
13767.0,536395,14
13767.0,536794,4
13767.0,537179,13
13767.0,538203,8
13767.0,538878,8
13767.0,539295,10
13767.0,540170,5
13767.0,540662,10
13767.0,544314,14
13767.0,544602,11
13767.0,545058,12
13767.0,548673,11
13767.0,548726,12
13767.0,548896,14
13767.0,549308,7
13767.0,551286,8
13767.0,551288,1
13767.0,552533,13
13767.0,553578,10
13767.0,553579,1
13767.0,553709,15
13767.0,554036,11
13767.0,558103,12
13767.0,558351,7
13767.0,559639,15
13767.0,562429,12
13767.0,562701,10
13767.0,564092,13
13767.0,566537,11
13767.0,567346,9
13767.0,567376,9
13767.0,567425,9
13767.0,567426,9
13767.0,570257,11
13767.0,575703,11
13767.0,576202,9
13767.0,581170,9
13767.0,C536758,1
13767.0,C543636,1
13767.0,C543767,2
13767.0,C545444,3
13767.0,C546238,1
13767.0,C549050,2
13767.0,C552546,1
13767.0,C554345,2
13767.0,C558882,2
13767.0,C560588,2
13767.0,C561235,3
13767.0,C562921,4
13767.0,C567332,3
13767.0,C569980,2
13767.0,C575662,2
13769.0,537612,10
13769.0,541302,19
13769.0,548007,17
13769.0,550495,14
13769.0,553219,11
13769.0,562767,14
13769.0,566043,15
13769.0,566044,1
13769.0,574048,18
13769.0,581174,16
13769.0,C538804,1
13769.0,C541828,2
13769.0,C549254,1
13769.0,C559473,1
13769.0,C563595,2
13769.0,C575663,1
13771.0,549153,49
13771.0,554483,21
13771.0,569852,32
13771.0,569853,17
13771.0,C556645,1
13772.0,550106,36
13772.0,565411,69
13772.0,574657,68
13774.0,567294,22
13777.0,536575,8
13777.0,536576,16
13777.0,536577,4
13777.0,536579,2
13777.0,536581,1
13777.0,536583,1
13777.0,536584,1
13777.0,537848,1
13777.0,537849,1
13777.0,539954,3
13777.0,541137,4
13777.0,543024,12
13777.0,544199,6
13777.0,544915,5
13777.0,545993,6
13777.0,547041,5
13777.0,548186,8
13777.0,549225,3
13777.0,553209,6
13777.0,555478,1
13777.0,556064,6
13777.0,558127,1
13777.0,559911,9
13777.0,562093,9
13777.0,567311,8
13777.0,567895,1
13777.0,567960,8
13777.0,570886,22
13777.0,576374,19
13777.0,576386,2
13777.0,579986,14
13777.0,581583,2
13777.0,581584,2
13777.0,C538082,1
13777.0,C542366,10
13777.0,C542376,2
13777.0,C548513,1
13777.0,C553530,3
13777.0,C569916,1
13777.0,C577821,2
13777.0,C579752,2
13778.0,564744,9
13780.0,557739,9
13780.0,580296,48
13781.0,548707,17
13782.0,541241,36
13782.0,550629,9
13782.0,562571,15
13782.0,569213,17
13782.0,572289,21
13782.0,578914,15
13784.0,540829,4
13784.0,542630,1
13784.0,542892,1
13784.0,545463,3
13784.0,551881,6
13784.0,555818,2
13784.0,558062,6
13784.0,563736,3
13784.0,565736,1
13784.0,570961,3
13784.0,579534,1
13786.0,537619,7
13787.0,538345,7
13787.0,568154,24
13790.0,580691,45
13791.0,558074,7
13791.0,562332,4
13791.0,C573092,6
13792.0,545020,4
13792.0,569519,9
13798.0,536824,1
13798.0,538353,38
13798.0,540126,10
13798.0,540130,2
13798.0,540406,3
13798.0,540800,6
13798.0,541864,19
13798.0,543478,7
13798.0,544168,2
13798.0,544439,3
13798.0,545030,5
13798.0,545888,5
13798.0,546326,5
13798.0,547032,3
13798.0,547373,4
13798.0,548144,2
13798.0,548293,10
13798.0,548979,3
13798.0,549619,6
13798.0,549628,9
13798.0,550457,14
13798.0,550907,2
13798.0,551021,1
13798.0,551725,4
13798.0,551726,5
13798.0,552450,8
13798.0,553093,5
13798.0,553099,1
13798.0,553713,2
